filing_id,compensation_officers_prog_service,compensation_disq_persons_fundraising,fees_for_other_services_mgmt_general,occupancy_prog_service,year,other_salaries_wages_fundraising,fees_for_mgmt_services_mgmt_general,entertainment_travel_govt_officials_prog_service,benefits_to_members_mgmt_and_general,contributions_grants_revenue,fees_for_mgmt_services_fundraising,other_expenses_a_fundraising,other_expenses_d_mgmt_general,fees_for_lobbying_services_fundraising,compensation_officers_fundraising,other_expenses_b_label,state,grants_us_individuals_fundraising,entertainment_travel_govt_officials_total,zip,fees_for_investment_mgmt_services_prog_service,other_expenses_a_prog_service,other_revenue,other_expenses_b_prog_service,fees_for_fundraising_services_fundraising,num_independent_members,payments_affiliates_mgmt_general,advertising_promotion_total,depreciation_depletion_amortization_prog_service,fees_for_other_services_fundraising,interest_total,other_expenses_c_fundraising,activities_per_region_totals_number_of_offices,mission,grants_foreign_individuals_govt_orgs_total,other_expenses_b_fundraising,other_expenses_d_fundraising,compensation_disq_persons_mgmt_and_general,payroll_taxes_mgmt_general,fees_for_accounting_services_fundraising,compensation_disq_persons_prog_service,num_volunteers,investment_income_revenue,conferences_conventions_prog_service,fees_for_accounting_services_mgmt_general,state_of_domicile,conferences_conventions_mgmt_general,payments_affiliates_fundraising,fees_for_legal_services_mgmt_general,program_service_revenue,payments_affiliates_total,fees_for_legal_services_total,office_expenses_fundraising,other_expenses_c_label,city,it_expenses_prog_service,grants_us_individuals_total,total_number_other_recipient_foreign_orgs_entities,ein,pension_plan_acc_fundraising,conferences_conventions_fundraising,gross_receipts,conferences_conventions_total,fees_for_accounting_services_prog_service,office_expenses_total,travel_mgmt_general,num_employees,it_expenses_fundraising,total_number_recipient_foreign_orgs_listed_as_charities,fees_for_investment_mgmt_services_mgmt_general,grants_us_individuals_prog_service,fees_for_investment_mgmt_services_total,occupancy_fundraising,royalties_prog_service,depreciation_depletion_amortization_total,website,compensation_disq_persons_total,other_expenses_d_label,address,entertainment_travel_govt_officials_mgmt_general,total_functional_expense_fundraising,occupancy_mgmt_general,compensation_officers_total,fees_for_fundraising_services_mgmt_general,interest_prog_service,travel_fundraising,grants_foreign_individuals_govt_orgs_mgmt_and_general,benefits_to_members_total,total_functional_expenses_prog_service,net_assets,payroll_taxes_total,grants_us_govt_orgs_mgmt_and_general,other_salaries_wages_mgmt_general,other_employee_benefits_mgmt_general,occupancy_total,compensation_officers_mgmt_and_general,insurance_fundraising,insurance_mgmt_general,depreciation_depletion_amortization_fundraising,all_other_expenses_fundraising,total_assets,other_expenses_b_mgmt_general,other_expenses_d_total,fees_for_other_services_total,pension_plan_acc_contrib_mgmt_general,fees_for_legal_services_fundraising,interest_fundraising,activities_per_region_totals_number_of_employees,insurance_total,benefits_paid_members_expenses,travel_prog_service,entertainment_travel_govt_officials_fundraising,other_expenses_d_prog_service,fees_for_fundraising_services_total,advertising_promotion_prog_service,other_expenses_c_prog_service,total_liabilities,fees_for_mgmt_services_prog_service,fees_for_lobbying_services_prog_service,pension_plan_acc_contrib_total,fees_for_other_services_prog_service,grants_paid_expenses,all_other_expenses_prog_service,revenue_less_expenses,fees_for_legal_services_prog_service,fees_for_investment_mgmt_services_fundraising,payments_affiliates_prog_service,net_unrelated_biz_taxable_revenue,fees_for_lobbying_services_mgmt_general,payroll_taxes_prog_service,office_expenses_mgmt_general,grants_us_individuals_mgmt_and_general,name,advertising_promotion_mgmt_general,office_expenses_prog_service,other_expenses_a_total,pdf_key,num_voting_members,fees_for_accounting_services_total,advertising_promotion_fundraising,travel_total,all_other_expenses_mgmt_general,grants_us_govt_orgs_prog_service,grants_foreign_individuals_govt_orgs_prog_service,fees_for_fundraising_services_prog_service,other_expenses_b_total,other_expenses,year_formation,royalties_total,other_expenses_a_mgmt_general,other_employee_benefits_total,professional_fundraising_fees_expenses,grants_foreign_individuals_govt_orgs_fundraising,total_expenses,other_expenses_c_mgmt_general,total_fundraising_expenses,payroll_taxes_fundraising,all_other_expenses_total,royalties_mgmt_general,total_unrelated_biz_revenue,pension_plan_acc_contrib_prog_service,activities_per_region_totals_total_expenditure,other_employee_benefits_fundraising,salaries_compensation_benefits_expenses,benefits_to_members_fundraising,royalties_fundraising,depreciation_depletion_amortization_mgmt_general,other_salaries_wages_total,fees_for_lobbying_services_total,it_expenses_mgmt_general,benefits_to_members_prog_service,other_expenses_c_total,it_expenses_total,total_functional_expenses_total,grants_us_govt_orgs_fundraising,grants_us_govt_orgs_total,other_salaries_wages_prog_service,insurance_prog_service,other_expenses_a_label,total_revenue,fees_for_mgmt_services_total,job_id,total_functional_expenses_mgmt_general,other_employee_benefits_prog_service,interest_mgmt_general,source_url,index,activities_per_region_subtotal_total_expenditure,split_file,interest_general,file,activities_per_region_subtotal_number_of_offices,activities_per_region_continuation_total_number_of_employees,activities_per_region_subtotal_number_of_employees,activities_per_region_continuation_total_number_of_offices,activities_per_region_continuation_total_total_expenditure
954194642_2010,478045,,5098,164413,2010,27451,,,,4284978,,,,,138712,BOOK EXPENSES,CA,,,91423,,784984,202147,136678,148392,10,,154159,22450,5064,,3980,,EDUCATING THE NEXT GENERATION IN THE VALUES OF FREEDOM AND THE NECESSITY OF DEFENDING THOSE VALUES,,109503,,,11203,,,20,4742,19773,40650,CA,1405,,3298,690468,,73386,490151,LICENSES & OTHER FEES,SHERMAN OAKS,114359,40025,,954194642,,8014,5297318,29192,,1025362,2322,21,46973,,,40025,,28029,,30526,www HOROWITZFREEDOMCENTER ORG,,d,14148 MAGNOLIA BLVD NO 103,,1072938,28218,737451,,,9233,,,3968413,944222,131936,,45896,5342,220660,120694,7384,7433,4024,4686,1468315,692,,371200,,8535,,,56012,0,48831,,,148392,121684,617,524093,,,,361038,70025,12559,-202567,61553,,,-6235,,109605,15767,,DAVID HOROWITZ FREEDOM CENTER(FKA CENTER FOR THE STUDY OF POPULAR CULTURE),16292,519444,784984,EIN_954194642_YEAR_2010_FORMTYPE_990.pdf,15,40650,16183,60386,1398,30000,,,246873,3311753,1988,,,93658,148392,,5384902,27397,1072938,11128,18643,,37439,,,5496,1854732,,,4052,891687,,6394,,31994,167726,5384902,,30000,818340,41195,OTHER PROGRAM EVENTS,5182335,,d6cc1ac96823a8da9ff9a61bb673fe0d7f09952560b0052abaae27738ad963cf,343551,82820,,https://projects.propublica.org/nonprofits/download-filing?path=2011_11_EO%2F95-4194642_990_201012.pdf,0,,,,,,,,,
383625693_2008,101515,0,2478,10590,2008,72861,,,,1590673,,,,0,92472,"depletion, and amortization",MI,,,49503,,,96231,0,18000,8,,,0,34101,,0,1,To establish pregnancy resource centers internationally,227919,0,,0,6924,0,0,1081,8403,6242,16312,MI,4040,,2045,0,,2045,631,,RANSOM AVE,,7500,,383625693,0,8662,1776123,18944,0,2063,13637,13,,11,,7500,,5324,,30604,ww lifeinternational com,0,expenses-Itemize expenses not covered above (Expenses,72 RANSOM AVE NE,,298128,10367,249083,,,11903,,0,699288,1810045,38042,,0,11846,26281,55096,,,0,23626,2007095,30604,,41263,0,0,,1,,0,107168,,,18000,,0,197050,,0,0,4684,235419,27745,475293,0,,,,0,18547,221,,LIFE INTERNATIONAL INC,,1211,,EIN_383625693_YEAR_2008_FORMTYPE_990.pdf,8,16312,,132708,26987,0,227919,,30604,355351,2001,,,66926,18000,,1220014,6773,298128,12571,78358,,0,0,197194,17977,611244,,,30604,257193,0,,0,6773,,1220014,,0,149064,,to affiliates,1695307,,ee75ac681b6c76bcc1ee58092af48329b74828cef5aeb28d0df9cd96283c5073,222598,37103,,https://projects.propublica.org/nonprofits/download-filing?path=2009_10_EO%2F38-3625693_990_200812.pdf,,,,,,,,,,
383625693_2009,119816,0,29444,10051,2009,49219,,0,,1737912,,,,0,124549,b,MI,,0,49503,,,61379,,24350,8,,40,20163,57901,,,,To establish pregnancy resource centers internationally,287178,,,0,8494,0,0,1081,722,7121,18905,MI,5725,,1063,0,,1063,,c,RANSOM AVE,,0,,383625693,0,5274,1861493,18120,0,,10127,18,,11,,0,,4801,,34796,,0,d,72 RANSOM AVE NE,0,341021,2822,315911,,,15519,,0,931025,2059330,47296,,44694,15582,17674,71546,0,7415,9869,17691,2090204,,,96056,0,0,,0,7415,0,113562,0,,24350,40,,30874,,0,0,8711,287178,45786,249285,0,,,,0,26081,,,LIFE INTERNATIONAL INC,0,,,EIN_383625693_YEAR_2009_FORMTYPE_990.pdf,9,18905,0,139208,58101,0,287178,,,454855,2001,,,83458,24350,,1550728,,341021,12721,121578,,0,0,270228,19127,784345,,,4764,337680,0,,0,,,1550728,,0,243767,0,a,1800013,,9bc988df781d40e86ff12581ee71529dc576c11d3be6b3f508ab3242a3c5baca,278682,48749,,https://projects.propublica.org/nonprofits/download-filing?path=2011_02_EO%2F38-3625693_990_200912.pdf,,,,,,,,,,
383625693_2010,,,49973,9050,2010,166756,,0,,1523044,,3934,8840,0,,Telecommuications,MI,,0,49503,0,9360,133806,7243,19373,8,,620,0,0,,15579,0,To establish pregnancy resource centers internationally,409646,1615,37,,8520,0,,1081,5615,26007,19420,MI,3714,,1400,0,,1400,9258,Printing & publication c,GRAND RAPIDS,,7978,,383625693,,0,1711864,29721,0,27558,17763,17,,10,0,7978,0,4265,,32829,Nww,,Other expenses,72 RANSOM AVE NE,0,287589,10294,,,,17316,,,1276212,1852605,57381,,112457,16237,23609,,2882,3053,0,79,1868008,4127,9923,73643,,0,,0,11618,0,148361,0,1046,19373,620,28600,15403,,0,,23670,417624,2224,-206725,0,0,,,0,32077,6299,,LIFE INTERNATIONAL INC,0,12001,15470,EIN_383625693_YEAR_2010_FORMTYPE_990.pdf,9,19420,0,183440,2956,,409646,,12985,497466,2001,,2176,104811,19373,,1869190,2036,287589,16784,5259,,0,,835315,29630,934727,,,32829,772535,0,,,46215,,1869190,,,493322,5683,Postage & delivery,1662465,,7da3ddefdb7df5ae11f6771cb175752af35f86596572de088386d29c0ac119d5,305389,58944,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F38-3625693_990_201012.pdf,,,,,,,,,,
382157686_2009,77104,,45346,128272,2009,183410,,,,9446317,,75308,30705,,59872,SUPPLIES,MI,,,70031,,1472830,977547,453254,148583,6,,50871,418154,36378,,,,"We lead believers through a practical, biblical process of revitalizing their relationship with God and reconciling their relationships with each other, helping them to become agents of transformation in their communities while uniting to seek God for an outpouring of the Holy Spirit",3825,7219,,,107772,,,68,37359,,35000,MI,,,2251,1203885,,2251,102332,rent,Buchanan,,15750,,382157686,,,13504319,,,682215,99560,188,,,,15750,,,,549195,www LIFEACTION ORG,,REPAIRS AND MAINTENANCE,PO Box 31,,708757,46868,234371,,,36945,,,8473642,8054797,250632,,,211550,175140,97395,,45237,,2418,8953283,105075,206972,1132949,,,,,94818,0,641484,,176267,148583,46304,169602,898486,,,,1051225,252436,94595,-67467,,,,0,,125316,35972,,Life Action Ministries,2616,543911,1548138,EIN_382157686_YEAR_2009_FORMTYPE_990.pdf,9,35000,1951,777989,54988,232861,3825,,565548,6442095,1977,,,584136,148583,,11732575,38382,708757,17544,152001,,0,,,24414,4889461,,,131041,3820322,,,,207984,,11732575,,232861,2274618,49581,radio Production a,11665108,,88faeef76f965e2b41112f8914fd9408c029524b5500a3445a1ef38775cefb31,2550176,348172,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F38-2157686_990_200905.pdf,,,,,,,,,,
382157686_2010,125378,,11374,263369,2010,205657,,,,9105580,,26903,16787,,28892,SUPPLIES,MI,,,70031,,1293391,830622,547871,109170,7,,64184,470317,72483,,,,"We lead believers through a practical, biblical process of revitalizing their relationship with God and reconciling their relationships with each other, helping them to become agents of transformation in their communities while uniting to seek God for an outpouring of the Holy Spirit",850,5994,197,,43870,,,271,67920,,37000,MI,,,1961,856272,,1961,64982,REPAIRS AND MAINTENANCE,Buchanan,,15700,,382157686,670,,12134288,,,857289,46431,210,,,,15700,,,,551516,www LIFEACTION ORG,,MISCELLANEOUS d,PO Box 31,,570863,64511,308087,,,23591,,,9534024,7224990,274188,,837813,59436,327880,153817,85,15418,,353,8462272,83335,143839,1193765,14071,,,,110951,0,684291,,126855,109170,63073,147917,1237282,,,67003,1109908,200432,72826,-847311,,,,0,,216609,76466,,Life Action Ministries,,715841,1320294,EIN_382157686_YEAR_2010_FORMTYPE_990.pdf,10,37000,1111,754313,30997,183882,850,,637200,6292594,1977,,,290392,109170,,11707705,21535,570863,13709,104176,,0,52262,,5089,5105509,,,81199,4165839,,,,169452,,11707705,,183882,3122369,95448,Production a radio,10860394,,d4e717f1ad8cde0a6a091e36750c017ad7fcef9f26f5f1b5a81adcce5b5b39b6,1602818,225867,,https://projects.propublica.org/nonprofits/download-filing?path=2011_04_EO%2F38-2157686_990_201005.pdf,,,,,,,,,,
911521697_2009,182338,,,62169,2009,50000,,,,4307087,,,11595,,83867,Events / Programs,WA,,,98104,,232902,45206,123255,,14,,194943,42959,,,66628,,"To promote thoughtful analysis and effective action on local, regional, national, and international issues.",,,,,33216,,,80,6106,,27281,WA,,,,151178,,4305,,Fundraising c,Seattle,10928,297262,,911521697,,,4524623,,13064,180170,9434,43,,,,297262,,,,66820,www.discovery.org,,Meals & Entertainment,208 Columbia St,,225741,147915,474224,,,,,,3637327,3392805,154831,,91790,29234,210084,208019,,13862,,,3532778,3648,51887,,,,,,16661,,240497,,40292,,192273,,139973,,,,,593626,9453,-20998,4305,,,0,,112525,39164,,Discovery Institute,2670,141006,235792,EIN_911521697_YEAR_2009_FORMTYPE_990.pdf,15,40345,,249931,3817,296364,,,126903,1492811,1991,,2890,270128,,,4530575,,225741,9090,13270,,,,,16156,2444138,,,23861,1544955,,11897,,66628,22825,4530575,,296364,1403165,2799,Consultants a,4509577,,226457089272c74bc349c42bb2e790b2b8430dce2c333a6f8ae67aaaa07a8560,667507,224738,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F91-1521697_990_200912.pdf,,,,,,,,,,
742481573_2010,26961,,3061,,2010,26804,,,,,,,900,,13481,Campus Expenses,,,,,,28002,76265,5686,,4,,26780,,,33294,,,"Counseling and educational services provided to clients in crisis pregnancy situations, including abortion prevention and STD testing.",,,,,3889,,,6,67,6984,,CO,,,,315032,,,9173,Direct Client Assistance,,,,,742481573,,,431528,6984,,36692,,5,,,,,,,,20894,www.thealphacenter.org,,Donations,1212 South College Avenue,,62602,,53923,,,,,,250277,198313,16839,,20122,10599,,13481,,7794,,,705597,,900,3061,,,,,7794,,,,,,16226,2037,507284,,,,,,2831,-41146,,,,,,10360,3669,,Alpha Center,,23850,28002,EIN_742481573_YEAR_2010_FORMTYPE_990.pdf,3,,10554,,1888,,,,5686,176843,1985,,,10599,,,432470,,62602,2590,4719,,27,,,,255627,,,20894,174266,,,,2037,,432470,,,127340,,Medical Tests and Supplies,391324,,5fa9b918f42731f6f9c1f3abf85b6883dae8d9d9efc36ecc7d389ebdce5f6519,119591,,33294,https://projects.propublica.org/nonprofits/download-filing?path=2011_06_EO%2F74-2481573_990_201012.pdf,,,,,,,,,,
910482710_2008,,,394866,4865921,2008,936206,,,,25195540,,144571,211079,,,PUBLIC RELATIONS,WA,,,98104,,3807001,216383,1330770,,31,15202,,2197942,161760,507160,4249,,"BUILDING STRONG KIDS, STRONG FAMILIES AND STRONG COMMUNITIES",,110665,29503,,160211,,,8831,-517595,41382,79932,WA,36622,3409,20953,34293237,274480,20953,23415,EQUIPMENT RENTAL,SEATTLE,,387274,,910482710,76595,5119,66678977,83123,,1012545,101631,2768,,,8618,387274,8618,1989,,2329941,www J SEA,,Training,909 FOURTH AVENUE,,1700236,51637,717877,,507160,30665,,,48300764,96701948,2539322,,,199922,4919547,717877,,,,853,132785703,86897,479091,2623123,101294,,,,,0,1137427,,238509,,,514944,36083755,,,1627514,2066497,444774,64018,4807139,,,255869,0,,2305324,162358,,YOUNG MEN'S CHRISTIAN ASSOCIATION OF SEATTLE,,826772,4075692,EIN_910482710_YEAR_2008_FORMTYPE_990.pdf,31,79932,,1269723,3803,57500,,,1528332,19927270,1877,,124120,2137218,0,,54380426,64312,1700236,73787,68674,,0,1449625,,97225,34008382,,,131999,26986451,,,,583505,,54380426,,57500,24364441,,PROGRAM SUPPLIES,59187565,,cd49d89aeb806cacaff3e4b815fbcd713439a6bfe23c99ccf2a5d52a7d8787d0,4379426,1840071,,https://projects.propublica.org/nonprofits/download-filing?path=2009_12_EO%2F91-0482710_990_200812.pdf,,,,,,,,,,
910482710_2009,,,635072,5317273,2009,894277,,,,27823211,,119088,178142,,,PUBLIC RELATIONS,WA,,,98104,,3738803,222502,1662512,,30,15644,,2801545,143933,361997,4528,,"BUILDING STRONG KIDS, STRONG FAMILIES AND STRONG COMMUNITIES",13565,95445,28809,,167962,,,9534,-1225747,29975,74543,WA,24371,3329,42941,36272281,288023,42941,22517,EQUIPMENT RENTAL,SEATTLE,,419675,0,910482710,57531,3941,72899523,58287,,1076022,123739,2841,,1,14364,419675,14364,3729,,2924603,,,TRAINING,909 FOURTH AVENUE,,1614994,38998,704119,,361997,38705,,,51312938,108748615,2842868,,2007989,269155,5360000,704119,,,,817,147947398,30047,426057,2985131,90152,,,,,0,1038345,,219106,,,425784,39198783,,,1731867,2206126,498726,65920,5129857,,,269050,0,,2595761,174034,,YOUNG MEN'S CHRISTIAN ASSOCIATION OF SEATTLE,,879471,4076797,EIN_910482710_YEAR_2009_FORMTYPE_990.pdf,30,74543,,1200789,3833,65486,13565,,1788004,21410329,1877,,218906,2220745,0,,57962390,62424,1614994,79145,70570,,0,1584184,13565,118947,36053335,,,123058,28553736,,,,492736,,57962390,,65486,25651470,,PROGRAM SUPPLIES,63092247,,9e6bf430432cd3175fc9cb3dde15b1c72c1b79509154321f3fb46dea1dc27c2f,5034458,1832643,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F91-0482710_990_200912.pdf,,,,,,,,,,
910482710_2010,,,441145,5545758,2010,559090,,,,18067358,,106271,186774,,,PUBLIC RELATIONS,WA,,,98104,,3855992,140131,1315877,,29,18468,,3562692,38668,707918,5432,,"THE YMCA IS FOR YOUTH DEVELOPMENT, FOR HEALTHY LIVING, AND FOR SOCIAL RESPONSIBILITY",16600,2811,16977,,248680,,,9863,2057601,35773,86538,WA,31284,4172,49804,42273595,284048,49804,21532,EQUIPMENT RENTAL,SEATTLE,,770311,0,910482710,31101,2844,66367637,69901,,1242329,138745,3020,,1,24985,770311,24985,2159,,3782300,www SEATTLEYMCA ORG,,TRAINING,909 FOURTH AVENUE,,945703,55070,730452,,707918,23877,,,54920220,111834221,3102081,,2390312,355327,5602987,730452,,,,1102,152520200,89888,417324,2987277,30637,,,0,,0,1088162,,213573,,,543859,40685979,,,1756327,2507464,898204,69024,889012,,,261408,0,,2798368,222237,,YOUNG MEN'S CHRISTIAN ASSOCIATION OF SEATTLE,,998560,4362921,EIN_910482710_YEAR_2010_FORMTYPE_990.pdf,29,86538,,1250784,4876,111293,16600,,1408576,22973914,1877,,400658,2368575,0,,61649673,44532,945703,55033,75002,,0,1694589,16600,74508,37777555,,,219608,29820120,,,,593823,,61649673,,111293,26870718,,PROGRAM SUPPLIES a,62538685,,977e44923629f032e548ba73f162fde571fd2584fa73ae180bf5f8f2a603467d,5783750,1938740,,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F91-0482710_990_201012.pdf,,,,,,,,,,
223341784_2008,,,,,2008,,,,,4426761,,,,,,b,NY,,,10952,,,,,,3,,,,,,,1,SUPPORT OF EDUCATIONAL INSTITUTIONS,4509000,,,,,,,3,5091,,,,,,,,,,,c,MONSEY,,,2,223341784,,,4431852,,,,,0,,2,,,,,,,,,d,8 MAPLE TERRACE,,0,,,,,,,,4509000,24524,,,,,,,,,,,24524,,,,,,,,,,,,,,,,,,,,,4509000,,-80145,,,,0,,,,,FRIENDS OF AHAVATH SHALOM INC.,,,2997,EIN_223341784_YEAR_2008_FORMTYPE_990.pdf,3,,,,,,4509000,,,2997,,,2997,,,,4511997,,,,,,0,,4509000,,,,,,,,,,,,4511997,,,,,BANK CHARGES a,4431852,,41340c8f2f6680e19fb8592e757f62eee85b7b9af7e11d6893f515555ce8c66b,2997,,,https://projects.propublica.org/nonprofits/download-filing?path=2009_12_EO%2F22-3341784_990_200812.pdf,,,,,,,,,,
223341784_2009,,,,,2009,,,,,3166330,,,,,,b,NY,,,10952,,,,,,2,,,,,,,1,SUPPORT OF EDUCATIONAL INSTITUTIONS,3088041,,,,,,,0,180,,9000,,,,825,,,825,,c,MONSEY,,,1,223341784,,,3166510,,,111,,0,,1,,,,,,,,,d,8 MAPLE TERRACE,,0,,,,,,,,3088041,90910,,,,,,,,,,,90910,,,,,,,0,,,,,,,,,,,,,,3088041,,66386,,,,0,,,111,,FRIENDS OF AHAVATH SHALOM INC.,,,2147,EIN_223341784_YEAR_2009_FORMTYPE_990.pdf,3,9000,,,,,3088041,,,12083,2002,,2147,,,,3100124,,,,,,0,,3088041,,,,,,,,,,,,3100124,,,,,BANK CHARGES a,3166510,,4f1ceaa6655d73e436e6f080d28cb3b7b8d8063a92adcd6d6dedf44082c7c794,12083,,,https://projects.propublica.org/nonprofits/download-filing?path=2010_12_EO%2F22-3341784_990_200912.pdf,,,,,,,,,,
223341784_2010,,,2400,,2010,,,,,3560455,,,,,,b,NY,,,10952,,,0,,,3,,,,,,,,SUPPORT OF EDUCATIONAL INSTITUTIONS,3536000,,,,,,,0,0,,6000,,,,,0,,,,c,MONSEY,,,,223341784,,,3560455,,,,,0,,,,,,,,,,,d,8 MAPLE TERRACE,,0,,,,,,,,3536000,104415,,,,,,,,,,,104415,,,2400,,,,0,,0,,,,,,,0,,,,,3536000,,13505,,,,0,,,,,FRIENDS OF AHAVATH SHALOM INC,,,2550,EIN_223341784_YEAR_2010_FORMTYPE_990.pdf,3,6000,,,,,3536000,,,10950,2002,,2550,,0,,3546950,,0,,,,0,,0,,0,,,,,,,,,,3546950,,,,,BANK CHARGES,3560455,,4474676bd32600edf16a8adc9bdaa9371eb3aec03ac39bff6720370d6ad09665,10950,,,https://projects.propublica.org/nonprofits/download-filing?path=2011_12_EO%2F22-3341784_990_201012.pdf,,,,,,,,,,
810393444_2010,98955,,,116864,2010,72400,,,,2505910,,,,,80000,b,MT,,0,59718,,56991,0,,,19,,0,8102,21929,0,,,"PERC IS DEDICATED TO IMPROVING ENVIRONMENTAL QUALITY THROUGH MARKETS AND PROPERTY RIGHTS PERC'S WORK CONSISTS OF RESEARCH, OUTREACH AND EDUCATION PERC APPLIES ECONOMIC THINKING TO ENVIRO NMENTAL PROBLEMS",0,,,,21515,,,,12695,164182,8490,MT,20089,,,0,0,0,,c,BOZEMAN,,0,,810393444,3017,,2518605,184271,,77491,,19,,,,,0,,,10127,www PERC ORG,0,d,2048 ANALYSIS DRIVE,,197189,31023,224400,,,,,0,1718744,3106131,67319,,169708,6448,147887,45445,,11308,,,3187799,,,596744,4310,,,,11308,0,17198,,,0,,,81668,64271,,43100,574815,0,,263757,,,,,,30564,15328,,PROPERTY AND ENVIRONMENT RESEARCH CENTER,,62163,60217,EIN_810393444_YEAR_2010_FORMTYPE_990.pdf,18,8490,,17198,,,,,,1178004,1981,0,3226,69956,0,,2254848,,197189,15240,0,,0,35773,,4603,1076844,,,2025,672069,0,,,,0,2254848,,0,429961,,Printing and Publications a,2518605,64271,7c4cc412a5c4e27397c9c325497500bb142dda8fa2d016bdc62b24683002574f,338915,58905,,https://projects.propublica.org/nonprofits/download-filing?path=2011_09_EO%2F81-0393444_990_201012.pdf,,,,,,,,,,
43467254_2010,282426,,3627,184973,2010,46646,,,,1885592,,2345,1437,,19777,Research,PA,,,19106,,22932,,22203,,9,,114151,,3724,,776,,"The mission of FIRE is to defend and sustain individual rights-including freedom of speech, legal equality, due process, religious liberty, and sanctity of conscience-at America's colleges and universities.",,,1618,,5316,2558,,1,17550,6979,2239,PA,623,,,,,,15495,Fire College Events c,Philadelphia,48454,,,43467254,1547,700,1903142,8302,27183,179891,6878,35,4623,,,,,17409,,37089,thefire.org,,Staff Training d,E 601 Walnut Street 510,,137524,15233,323252,,,7613,,,1877027,2292055,81780,,50533,5990,217615,21049,922,920,,397,2336583,,17722,45061,1676,,,,11646,,80552,,14667,,112379,19783,44528,,,25786,37710,,4517,-293564,,,,0,,71557,17400,,"Foundation for Individual Rights in Education, Inc.",877,146996,27234,EIN_43467254_YEAR_2010_FORMTYPE_990.pdf,9,31980,895,95043,347,,,,22203,896286,1999,,1957,92165,,,2196706,650,137524,4907,5261,,,22563,,5530,1300420,,,37089,777437,,7432,,21209,60509,2196706,,,680258,9804,Postage a,1903142,,3413cd67ad810a0e3262e3b38f684f590898765b8cb3bafd34ad6691f628d0f3,182155,80645,,https://projects.propublica.org/nonprofits/download-filing?path=2012_04_EO%2F04-3467254_990_201012.pdf,,,,,,,,,,
200765529_2008,80500,,,16898,2008,,,,,55024,,,,,,SUPPLIES,OK,,,38226,,7572,0,2632,,0,,,2228,,,,,"TO PROVIDE RESOURCES TO PASTORS, LEADERS AND CHURCH MEMBERS TO AID IN BIBLE STUDY AND SPIRITUAL GROWTH",,,,,,,,,0,3789,,OK,,,,37273,,,,TELEPHONE,EDMOND,,,,200765529,,,92297,3789,2322,1163,,1,,,,,,,,2228,www ENJOYINGGODMINISTRIES COM,,WEBSITE EXPENSES,"PO BOX 8226 EDMOND, OK 730838226",,0,,80500,,,,,,133663,-3964,,,,,16898,,,,,,0,,2185,,,,,,,0,4936,,2185,,,2520,3964,,,,,0,1914,-41366,,,,,,,,,ENJOYING GOD MINISTRIES INC,,1163,7572,EIN_200765529_YEAR_2008_FORMTYPE_990.pdf,2,2322,,4936,,,,,2632,48469,2004,,,4694,0,,133663,,0,,1914,,0,,,,85194,,,,,,,,2520,,133663,,,,,PRODUCTION DIRECT cos a &,92297,,799172ff0965cd8a88b31abe8f048e0a135a39071c00cd418ffc3e9e2757618d,0,4694,,https://projects.propublica.org/nonprofits/download-filing?path=2009_08_EO%2F20-0765529_990_200812.pdf,,,,,,,,,,
363693224_2009,26078,,,8497,2009,5959,5124,,,143537,1225,,1034,,3452,bank fees,IL,,,60120,,,62534,1249,,4,,10593,12277,,,154,,"Faith-based agency offers conferencing, free pregnancy testing, ultra sound services and pre-natal and post-natal classes to needy women who are having an unplanned pregnancy, Staff nurses meet with and test clients who visit the facility,",,,259,,2766,610,,11,201,,1220,,,,,,,,940,haritable contributions c,Elgin,1003,,,363693224,,,206272,,1220,6769,,5,669,,,,,411,,14112,,,printing and publications,type. See 825 Dundee Avenue Specific,,18094,9223,38350,,,,,,,191836,12024,,35665,2354,18131,8820,2441,6102,283,,196514,,1293,2348,,,,,12205,,,,,,10593,482,4678,4791,,,2348,142340,1502,,,,,0,,18176,3761,,"may have to use a copy of this return to satisfy state reporting requirements. For the 2008 calendar year, or tax year beginning October 1 2008, and ending September 30,20 09 c Name of organization The Life Center, Inc. Please use IRS",,2068,765,EIN_363693224_YEAR_2009_FORMTYPE_990.pdf,3,3050,,,,,,,1249,90228,1984,,765,8718,232568,,4678,386,,1082,1502,,0,,,609,142340,,,1552,83248,,1672,,1022,3344,134030,,,41624,3662,yan = gasoline,206272,11140,f21b869ecec424119146239ab1a05cd967547c3bc2db0067279a53c8367e610a,80444,5755,,https://projects.propublica.org/nonprofits/download-filing?path=2010_03_EO%2F36-3693224_990_200909.pdf,,,,,,,,,,
