filing_id,ein,pdf_key,job_id,year,name,address,city,state,zip,website,gross_receipts,year_formation,state_of_domicile,mission,num_voting_members,num_independent_members,num_employees,num_volunteers,total_unrelated_biz_revenue,net_unrelated_biz_taxable_revenue,contributions_grants_revenue,program_service_revenue,investment_income_revenue,other_revenue,total_revenue,grants_paid_expenses,benefits_paid_members_expenses,salaries_compensation_benefits_expenses,professional_fundraising_fees_expenses,total_fundraising_expenses,other_expenses,total_expenses,revenue_less_expenses,total_assets,total_liabilities,net_assets,grants_us_govt_orgs_total,grants_us_govt_orgs_prog_service,grants_us_govt_orgs_mgmt_and_general,grants_us_govt_orgs_fundraising,grants_us_individuals_total,grants_us_individuals_prog_service,grants_us_individuals_mgmt_and_general,grants_us_individuals_fundraising,grants_foreign_individuals_govt_orgs_total,grants_foreign_individuals_govt_orgs_prog_service,grants_foreign_individuals_govt_orgs_mgmt_and_general,grants_foreign_individuals_govt_orgs_fundraising,benefits_to_members_total,benefits_to_members_prog_service,benefits_to_members_mgmt_and_general,benefits_to_members_fundraising,compensation_officers_total,compensation_officers_prog_service,compensation_officers_mgmt_and_general,compensation_officers_fundraising,compensation_disq_persons_total,compensation_disq_persons_prog_service,compensation_disq_persons_mgmt_and_general,compensation_disq_persons_fundraising,other_salaries_wages_total,other_salaries_wages_prog_service,other_salaries_wages_mgmt_general,other_salaries_wages_fundraising,pension_plan_acc_contrib_total,pension_plan_acc_contrib_prog_service,pension_plan_acc_contrib_mgmt_general,pension_plan_acc_fundraising,other_employee_benefits_total,other_employee_benefits_prog_service,other_employee_benefits_mgmt_general,other_employee_benefits_fundraising,payroll_taxes_total,payroll_taxes_prog_service,payroll_taxes_mgmt_general,payroll_taxes_fundraising,fees_for_mgmt_services_total,fees_for_mgmt_services_prog_service,fees_for_mgmt_services_mgmt_general,fees_for_mgmt_services_fundraising,fees_for_legal_services_total,fees_for_legal_services_prog_service,fees_for_legal_services_mgmt_general,fees_for_legal_services_fundraising,fees_for_accounting_services_total,fees_for_accounting_services_prog_service,fees_for_accounting_services_mgmt_general,fees_for_accounting_services_fundraising,fees_for_lobbying_services_total,fees_for_lobbying_services_prog_service,fees_for_lobbying_services_mgmt_general,fees_for_lobbying_services_fundraising,fees_for_fundraising_services_total,fees_for_fundraising_services_prog_service,fees_for_fundraising_services_mgmt_general,fees_for_fundraising_services_fundraising,fees_for_investment_mgmt_services_total,fees_for_investment_mgmt_services_prog_service,fees_for_investment_mgmt_services_mgmt_general,fees_for_investment_mgmt_services_fundraising,fees_for_other_services_total,fees_for_other_services_prog_service,fees_for_other_services_mgmt_general,fees_for_other_services_fundraising,advertising_promotion_total,advertising_promotion_prog_service,advertising_promotion_mgmt_general,advertising_promotion_fundraising,office_expenses_total,office_expenses_prog_service,office_expenses_mgmt_general,office_expenses_fundraising,it_expenses_total,it_expenses_prog_service,it_expenses_mgmt_general,it_expenses_fundraising,royalties_total,royalties_prog_service,royalties_mgmt_general,royalties_fundraising,occupancy_total,occupancy_prog_service,occupancy_mgmt_general,occupancy_fundraising,travel_total,travel_prog_service,travel_mgmt_general,travel_fundraising,entertainment_travel_govt_officials_total,entertainment_travel_govt_officials_prog_service,entertainment_travel_govt_officials_mgmt_general,entertainment_travel_govt_officials_fundraising,conferences_conventions_total,conferences_conventions_prog_service,conferences_conventions_mgmt_general,conferences_conventions_fundraising,interest_total,interest_prog_service,interest_mgmt_general,interest_fundraising,payments_affiliates_total,payments_affiliates_prog_service,payments_affiliates_mgmt_general,payments_affiliates_fundraising,depreciation_depletion_amortization_total,depreciation_depletion_amortization_prog_service,depreciation_depletion_amortization_mgmt_general,depreciation_depletion_amortization_fundraising,insurance_total,insurance_prog_service,insurance_mgmt_general,insurance_fundraising,other_expenses_a_label,other_expenses_a_total,other_expenses_a_prog_service,other_expenses_a_mgmt_general,other_expenses_a_fundraising,other_expenses_b_label,other_expenses_b_total,other_expenses_b_prog_service,other_expenses_b_mgmt_general,other_expenses_b_fundraising,other_expenses_c_label,other_expenses_c_total,other_expenses_c_prog_service,other_expenses_c_mgmt_general,other_expenses_c_fundraising,other_expenses_d_label,other_expenses_d_total,other_expenses_d_prog_service,other_expenses_d_mgmt_general,other_expenses_d_fundraising,all_other_expenses_total,all_other_expenses_prog_service,all_other_expenses_mgmt_general,all_other_expenses_fundraising,total_functional_expenses_total,total_functional_expenses_prog_service,total_functional_expenses_mgmt_general,total_functional_expense_fundraising,activities_per_region_totals_number_of_offices,activities_per_region_totals_number_of_employees,activities_per_region_totals_total_expenditure,total_number_recipient_foreign_orgs_listed_as_charities,total_number_other_recipient_foreign_orgs_entities
472507725_2020,472507725,EIN_472507725_YEAR_2020_FORMTYPE_990.pdf,,2020,GRAND CANYON UNIVERSITY % JUNETTE WEST,3300 W Camelback Road,,AZ,85017,www.gcu.edu,1470763310,2014,AZ,"GCU IS A PREMIER CHRISTIAN UNIVERSITY, EDUCATING PEOPLE TO LEAD AND SERVE BY PROVIDING POST-SECONDARY EDUCATION SERVICES ON ITS TRADITIONAL ARIZONA CAMPUS AS WELL AS ONLINE",3,4,5,6,6794544,658506,15597945,1449698959,4495723,401083,1470193710,274694185,0,211100734,0,829082,961329172,1447124091,23069619,1676203892,1265463118,410740774,0,0,,,274694185,274694185,,,0,0,,,0,0,,,2121135,0,2121135,0,0,0,0,0,189586346,177210725,12082924,292697,0,0,0,0,6328288,4605309,1722979,0,13064965,12137564,906347,21054,0,0,0,0,1452452,0,1452452,0,325713,0,325713,0,0,0,0,0,0,,,0,0,0,0,0,715658107,715015418,571216,71473,840213,532052,14216,293945,16386263,14670831,1696192,19240,0,0,0,0,354589,354589,0,0,16316735,12472771,3840938,3026,4970557,4808883,148498,13176,0,0,0,0,125771,97790,0,27981,59529718,58167718,1346000,16000,0,0,0,0,62487093,61025056,1413037,49000,3110115,624603,2485512,0,FOOD SERVICE COSTS,23582714,23575862,6852,0,BAD DEBT EXPENSE,22189770,22189770,0,0,LICENSING COSTS-TEXTBOOKS,18348487,18348487,0,0,OUTSIDE SERVICES,1708026,1708026,0,0,13942849,13552155,369204,21490,1447124091,1415791794,30503215,829082,,,,,
621811726_2009,621811726,EIN_621811726_YEAR_2009_FORMTYPE_990.pdf,,2009,RIVERFRONT DEVELOPMENT CORPORATION,22 NORTH FRONT STREET 960,MEMPHIS,TN,38103,WWW.MEMPHISRIVERFRONT.COM,10594330,2000,TN,CREATE AND IMPLEMENT A MASTER PLAN FOR THE DEVELOPMENT OF THE MEMPHIS RIVERFRONT WHICH INCLUDES,22,22,113,0,0,0,248377,10219572,73199,23461,10564609,,,2263906,,,8348545,10612451,-47842,5912089,1505933,4406156,,,,,,,,,,,,,,,,,,,,,,,,,1843052,1234022,609030,,,,,,420854,317829,103025,,,,,,,,,,13520,1450,12070,,22802,14554,8248,,,,,,,,,,,,,,,,,,193565,129644,63921,,,,,,,,,,,,,,76593,,76593,,13582,208,13374,,,,,,,,,,,,,,,,,,27690,,27690,,,,,,CONSTRUCTION COSTS a,5449517,5449517,,,EVENT EXPENSE b,996857,996857,,,UTILITIES c,477382,477382,,,PROFESSIONAL FEES d,221032,210190,10842,,175167,162210,12957,,10612451,9565709,1046742,0,,,,,
621811726_2010,621811726,,,2010,RIVERFRONT DEVELOPMENT CORPORATION,22 NORTH FRONT STREET No 960,MEMPHIS,TN,38103,,11637346,2000,TN,"THE MISSION OF THE RIVERFRONT DEVELOPMENT CORPORATION IS TO CREATE AND IMPLEMENT A MASTER PLAN FOR THE DEVELOPMENT OF THE MEMPHIS RIVERFRONT WHICH INCLUDES GREEN SPACE, PUBLIC AMENITIES, PRIVATE DEVELOPMENT AND ECONOMIC OPPORTUNITIES DEVELOPED JOINTLY WITH CITIZENS AND FUNDED THROUGH A PUBLIC/PRIVATE PARTNERSHIP",22,22,123,0,0,0,147526,11413250,22723,29808,11613307,0,0,2326392,0,,10250408,12576800,-963493,4655490,1212827,3442663,,,,,,,,,,,,,,,,,315760,214717,101043,,,,,,1574197,1067682,506515,,,,,,436435,321088,115347,,,,,,,,,,27030,18270,8760,,23270,15166,8104,,,,,,,,,,,,,,127656,121788,5868,,165739,119557,46182,,,,,,,,,,,,,,73963,,73963,,8754,352,8402,,,,,,,,,,,,,,,,,,27963,,27963,,136736,57199,79537,,CONSTRUCTION COSTS,6221154,6221154,,,EVENT EXPENSE,1327920,1327793,127,,PAYMENT TO THE CITY OF,834449,834449,,,UTILITIES,525752,525752,,,176433,164645,11788,,12576800,11545236,1031564,0,,,,,
621811726_2011,621811726,EIN_621811726_YEAR_2011_FORMTYPE_990.pdf,,2011,RIVERFRONT DEVELOPMENT CORPORATION,22 NORTH FRONT STREET NO 960,MEMPHIS,TN,38103,www MEMPHISRIVERFRONT COM,12416046,2000,TN,"THE MISSION OF THE RIVERFRONT DEVELOPMENT CORPORATION IS TO CREATE AND IMPLEMENT A MASTER PLAN FORTHE DEVELOPMENT OF THE MEMPHIS RIVERFRONT WHICH INCLUDES GREEN SPACE, PUBLIC AMENITIES, PRIVATE DEVELOPMENT AND ECONOMI OPPORTUNITIES DEVELOPED JOINTLY WITH CITIZENS AND FUNDED THROUGH A PUBLIC/PRIVATE PARTNERSHIP",21,20,97,0,0,0,145000,12226975,7475,19734,12399184,0,0,2356308,0,0,10883694,13240002,-840818,4170481,1568636,2601845,,,,,,,,,,,,,,,,,303243,206205,97038,,,,,,1600559,1080609,519950,,,,,,452506,334878,117628,,,,,,,,,,93629,75805,17824,,22239,15632,6607,,,,,,,,,,,,,,457381,417448,39933,,148597,102485,46112,,,,,,,,,,,,,,74037,6120,67917,,11864,534,11330,,,,,,,,,,,,,,,,,,15550,,15550,,106185,37799,68386,,CONSTRUCTION COSTS,7921465,7921465,,,EVENT EXPENSE,761939,761646,293,,UTILITIES,578808,578808,,,MAINTENANCE AGREEMENTS,165007,156153,8854,,148614,139240,9374,,13240002,12155161,1084841,0,,,,,
581928247_2009,581928247,EIN_581928247_YEAR_2009_FORMTYPE_990.pdf,,2009,PHOEBE PUTNEY MEMORIAL HOSPITAL INC,PO DRAWER 1828,ALBANY,GA,31702,www PHO EBE,514501839,1990,GA,PROVIDING CHARITABLE HEALTHCARE ACTIVITIES,13,11,2829,320,0,,3843789,510195431,-4501527,4146165,513683858,460099,0,189555721,0,0,304046885,494062705,19621153,443621673,258752321,184869352,,,,,460099,460099,,,,,,,,,,,,,,,,,,,146257807,130035717,,,11780299,10473695,1306604,,20930940,18609398,2321542,,10586675,9412461,1174214,,29303519,3208008,26095511,,282557,11501,271056,,455215,,455215,,,,,,,,,,,,,,66362812,55139097,11223715,,2288330,871654,1416676,,83441732,81468035,1973697,,4552714,447793,4104921,,,,,,6602915,4417768,2185147,,1719161,1368884,350277,,,,,,,,,,8403301,5622341,2780960,,,,,,25679299,17182019,8497280,,8907283,2118993,6788290,,BAD DEBTS,57960388,57960388,,,REPAIRS & MAINTENANCE,6772324,4505712,2266612,,DUES & SUBSCRIPTIONS,996826,339251,657575,,LICENSES & TAXES,142068,7298,134770,,140288,140288,,,494062705,403836553,90226152,0,,,,,
581928247_2010,581928247,EIN_581928247_YEAR_2010_FORMTYPE_990.pdf,,2010,"PHOEBE PUTNEY MEMORIAL HOSPITAL, INC.",E P. O. DRAWER 1828,ALBANY,GA,31702,WWW.PHOEBEPUTNEY.CO,490712051,1990,GA,TO DELIVER SUPERIOR HEALTH CARE SERVICES THAT IMPROVES THE HEALTH AND WELLNESS OF THE PEOPLE AND COMMUNITIES WE SERVE.,13,10,3707,512,,0,4373605,478713288,32779,7126463,490246135,535447,,182095370,,,284146815,466777632,23468503,589441192,390163625,199277567,,,,,535447,535447,,,,,,,,,,,1082185,,1082185,,,,,,130497156,118012400,12484756,,15834393,14201733,1632660,,25151706,22558353,2593353,,9529930,8540626,989304,,27699019,3601001,24098018,,5720,4048,1672,,393350,,393350,,445073,,445073,,,,,,,,,,34738632,24016076,10722556,,2757935,657671,2100264,,85765712,83868232,1897480,,3662430,513026,3149404,,,,,,5870021,3572934,2297087,,1343931,1163660,180271,,,,,,,,,,4604614,,4604614,,,,,,27767300,16901956,10865344,,7161746,564332,6597414,,BAD DEBTS,53034945,53034945,,,MISCELLANEOUS,18204762,826341,17378421,,REPAIRS & MAINTENANCE,9926997,5980625,3946372,,DUES & SUBSCRIPTIONS,562661,268598,294063,,195328,194874,454,,466777632,359023517,107754115,,,,,,
223839462_2008,223839462,,,2008,BETH MEDRASH GOVOHA OF LAKEWOOD INC,601 PRIVATE WAY,LAKEWOOD,NJ,08701,,6421122,,NJ,"THE PRIMARY GOAL OF THE INSTITUTION IS TO PROVIDE SERVICES TO OTHER NON PRO FIT ORGANIZATIONS THIS INCLUDES MAKING GRANTS TO THESE ORGANIZATION, LEASING FACILITIES AND PROVIDING MAINTAINANCE STAFF",5,5,0,,0,,4939609,1373126,108387,0,6421122,12400082,0,1289439,0,,82199,13771720,-7350598,29248353,28000000,1248353,9587440,9587440,,,2812642,2812642,,,,,,,,,,,,,,,,,,,1189802,1189802,,,,,,,,,,,99637,99637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22633,,,,,,,1297,1297,,,,,,,BAD DEBT EXPENSE a,21220,,,21220,LEASE EXPENSE,17489,17489,,,OFFICE EXPENSE c,14701,,,14701,,,,,,14701,4859,,14701,,,,,,,,,
223839462_2009,223839462,EIN_223839462_YEAR_2009_FORMTYPE_990.pdf,,2009,BETH MEDRASH GOVOHA OF LAKEWOOD INC,601 PRIVATE WAY,LAKEWOOD,NJ,08701,,4143714,,NJ,"THE PRIMARY GOAL OF THE INSTITUTION IS TO PROVIDE SERVICES TO OTHER NON PROFIT ORGANIZATIONS THIS INCLUDES MAKING GRANTS TO THESE ORGANIZATION, LEASING FACILITIES AND PROVIDING MAINTAINANCE STAFF",5,5,59,,0,,1011195,3131553,966,0,4143714,2221902,0,1257832,0,0,2236621,5716355,-1572641,27099343,27423631,-324288,2221902,2221902,,,,,,,,,,,,,,,,,,,,,,,1159958,1159958,,,,,,,,,,,97874,97874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089582,1089582,,,,,,,37117,37117,,,,,,,LEASE EXPENSE,1096824,1096824,,,OFFICE EXPENSE,13098,,13098,,c,,,,,d,,,,,,,,,5716355,5703257,13098,0,,,,,
223839462_2010,223839462,EIN_223839462_YEAR_2010_FORMTYPE_990.pdf,,2010,BETH MEDRASH GOVOHA OF LAKEWOOD INC,601 PRIVATE WAY,LAKEWOOD,NJ,08701,,3881668,,NJ,"THE PRIMARY GOAL OF THE INSTITUTION IS TO PROVIDE SERVICES TO OTHER NON PROFIT ORGANIZATIONS THIS INCLUDES MAKING GRANTS TO THESE ORGANIZATION, LEASING FACILITIES AND PROVIDING MAINTAINANCE STAFF",5,5,71,,0,,727072,3154491,105,0,3881668,638770,0,1323991,0,0,2224902,4187663,-305995,26137021,26767304,-630283,638770,638770,,,,,,,,,,,,,,,,,,,,,,,1217496,1217496,,,,,,,,,,,106495,106495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145582,1145582,,,,,,,37118,37118,,,,,,,LEASE EXPENSE a,1036578,1036578,,,OFFICE EXPENSE,5624,,5624,,c,,,,,d,,,,,,,,,4187663,4182039,5624,0,,,,,
386091187_2008,386091187,,,2008,,PO BOX 348,WARRENTON,MO,63383,a com,527,,,,990,,,,,,,1566163,,7430,13042,,,,-8445,,,,,,594388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386091187_2009,386091187,EIN_386091187_YEAR_2009_FORMTYPE_990.pdf,,2009,CHILD EVANGELISM FELLOWSHIP INC,PO BOX 348,WARRENTON,MO,63383,www cefonline com,17926274,1937,MI,"TO EVANGELIZE CHILDREN WITH THE GOSPEL OF THE LORD JESUS CHRIST THROUGH VARIOUS CLASSES & PROGRAMS, TO TRAIN INDIVIDUALS TO BECOME VOLUNTEER TEACHERS AND TO PRODUCE LITERATURE RELATING TO THE MINISTRIES",21,21,311,1069,41963,-32847,13493058,1188542,-10653,514290,15185237,0,0,7591118,295116,1322858,8244190,16130424,-945187,11006536,5823143,5183393,,,,,,,,,,,,,,,,,39118,,39118,,,,,,5453750,3947900,,324181,626192,459624,163682,2886,1015895,476435,523772,15688,456163,344318,107714,4131,,,,,82669,9275,71544,1850,,,,,,,,,295116,,,295116,,,,,,,,,235950,209383,4370,22197,74460,3619,70841,,,,,,,,,,,,,,966361,565957,111640,288764,,,,,152777,93593,6493,52691,234356,,234356,,,,,,150751,,150751,,100303,,100303,,MISSIONARY FIELD EXPENS,2306255,2306255,0,0,LITERATURE,794664,794664,0,0,postage & shipping,619424,415413,64079,139932,UTILITIES,433961,0,433961,0,392870,392870,0,0,16130424,10687538,4120028,1322858,160,1827,4506128,,
386091187_2010,386091187,EIN_386091187_YEAR_2010_FORMTYPE_990.pdf,,2010,CHILD EVANGELISM FELLOWSHIP INC,PO BOX 348,WARRENTON,MO,63383,cefonline com,16876050,1937,MI,"TO EVANGELIZE AND DISCIPLE CHILDREN WITH THE GOSPEL OF THE LORD JESUS CHRIST THROUGH VARIOUS CLASSES & PROGRAMS, TO TRAIN INDIVIDUALS TO BECOME VOLUNTEER TEACHERS AND TO PRODUCE LITERATURE RELATING TO THE MINISTRIES",14,14,278,887,0,0,12735548,1161946,531,338103,14236128,0,0,6575430,326388,1125801,6871497,13773315,462813,9406107,3759953,5646154,,,,,,,,,,,,,,,,,46000,,46000,,,,,,4858325,3691220,876341,290764,489664,471387,16609,1668,812911,362274,444588,6049,368530,275727,70559,22244,,,,,122510,15106,106263,1141,,,,,,,,,326388,,,326388,2273,,2273,,,,,,210632,147715,2447,60470,38539,2601,35938,,419995,237777,169026,13192,,,,,,,,,741563,633516,58351,49696,,,,,342191,92032,10014,240145,119172,,119172,,,,,,151783,,151783,,71573,,71573,,MISSIONARY FIELD EXPENS,2450918,2450918,,,postage & shipping,456151,330431,42357,83363,UTILITIES,263854,,263854,,LITERATURE,248256,248256,,,238704,238704,522773,30681,13773315,9637593,3009921,1125801,159,1923,3886711,,
751081109_2009,751081109,EIN_751081109_YEAR_2009_FORMTYPE_990.pdf,,2009,LETOURNEAU INIVERSITY,PO BOX 7001,LONGVIEW,TX,75607,Website. www.,63537873,1946,TX,"LETOURNEAU IS AN INTERDENOMI NATIONAL, EVANGELICAL CHRISTIAN UNI VERSITY OF. MORE THAN 3 500 STUDENTS THAT INTEGRATES LEARNING, LIVING AND CHRISTIAN LEADERSHIP.",3,4,5,6,,,5659161,56325894,401969,,62387024,7358561,,27416374,,,24861146,59636081,2750943,105742928,21775566,83967362,,,,,7358561,7358561,,,,,,,,,,,475458,133000,342458,,,,,,21135042,18006191,2705995,422856,1025155,840767,165018,19370,3289191,2780562,443579,65050,1491528,1251943,210400,29185,,,,,7408,1884,5168,356,77375,,77375,,,,,,,,,,,,,,3554327,3244463,280446,29418,2787996,2779833,5491,2672,5484367,5178235,209609,96523,1551399,,1551399,,,,,,3938642,3585061,333886,19695,1092334,939496,119300,33538,,,,,101679,87649,10667,3363,439,439,,,,,,,4344649,4007358,309243,28048,327842,163028,163658,1156,RANT_EXPENDITURES,1585988,1585988,,,OTHEB_INSURANCE/TAXES,6701,1069,5632,,c,,,,,d,,,,,,,,,59636081,51945527,6939324,751230,,,,,
751081109_2010,751081109,EIN_751081109_YEAR_2010_FORMTYPE_990.pdf,,2010,LETOURNEAU UNIVERSITY,PO BOX 7001,LONGVIEW,TX,77001,WWW LETU EDU,72649091,1946,TX,"LeTourneau an interdenominational, evangelical Christian university of more than 3,400 students that integrates learning, living and Christian leadership",25,24,1641,280,0,-46623,6143703,55785745,98058,0,62047333,8574648,0,25985377,0,856778,23164316,57752341,4294992,111519020,21854935,89664085,0,,,,8574648,8574648,,,0,,,,0,,,,342495,,342495,,0,,,,20074862,16994250,2584980,495632,923688,761647,139828,22213,3236794,2701302,456709,78783,1407538,1171555,201815,34168,0,,,,6080,1867,1165,3048,102490,125,102365,,0,,,,28000,,,28000,36021,,36021,,4002994,3736961,216947,49086,2538608,2512483,21178,4947,2485319,2426345,18756,40218,640971,,640971,,0,,,,5166503,4652349,487333,26821,1189612,1020248,127279,42085,0,,,,89517,74011,12940,2566,262324,262324,,,0,,,,4435142,4090825,315684,28633,273167,142185,130404,578,GRANT EXPENDITURES,1929675,1929675,,,OTHER INSURANCE/TAXES,5893,1266,4627,,c,,,,,d,,,,,,,,,57752341,51054066,5841497,856778,,,,,
470863999_2009,470863999,EIN_470863999_YEAR_2009_FORMTYPE_990.pdf,,2009,"may have to use a copy of this return to satisfy state reporting requirements Internal Revenue Service A For the 2009 calendar year, or tax year beginning January 1 2009, and ending December 31 C Name of organization Catch the Fire Ministries, Inc B Check if applicable Please use IRS",Name change type 9225 Leesville Road Initial return See Specific,Raleigh,NC,27613,NC,,2002,NC,"of impacting the city of Raleigh with Gospel of Jesus Christ, raising up leaders and ministering to the poor of our city. CTF Raleigh currently meetings on Sunday mornings at 10:30am and Sunday evenings at 7pm.",3,4,5,6,0,0,449067,55846,0,12426,517339,0,0,156120,0,0,303271,459391,57948,88704,10032,78672,0,0,,,0,0,,,0,0,,,0,0,,,38944,4194,34750,0,0,0,0,0,101358,0,101358,0,0,0,0,0,5947,0,5947,0,9871,0,9871,0,0,0,0,0,9299,0,9299,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,4989,0,4989,0,4831,549,4282,0,22802,2545,20257,0,1341,0,1341,0,0,0,0,0,87029,9657,77372,0,19106,708,18398,0,0,0,0,0,67887,22807,45080,0,0,0,0,0,0,0,0,0,4105,1289,2816,0,1157,220,937,0,Missions,35206,76,35130,0,Pastoral & hospitality expenses b,23700,270,23430,0,Immigration fees (Homeland Security) c,7735,320,7415,0,Church supplies,8969,0,8969,0,3166,13,3153,0,459391,42649,416742,0,,,,2,2
470863999_2010,470863999,EIN_470863999_YEAR_2010_FORMTYPE_990.pdf,,2010,"Catch the Fire Ministries, Inc",9225 Leesville Road,Raleigh,NC,27613,ctfraleigh.com,467027,2002,NC,"Non-denominational church with the mission of impacting the city of Raleigh with the gospel of Jesus Christ, raising up leaders and ministering to the poor of our city. CTF Raleigh currently has Sunday services at 10:30am at our Leesville Road Center and 7pm at NC State University campus.",3,4,5,6,,0,387203,71283,0,3491,462027,0,0,219659,0,,264768,484421,-22404,81913,25645,56268,0,0,,,0,0,,,0,0,,,0,0,,,12635,2527,10108,0,0,0,0,0,188475,162314,26161,0,0,0,0,0,3963,3441,552,0,14586,11668,2899,,0,0,0,0,114,114,0,0,384,384,0,0,0,0,0,0,0,,,0,0,0,0,0,20393,0,20393,0,3085,2051,1034,0,17236,390,16846,0,1358,0,1358,0,0,0,0,0,121423,400,121023,0,14331,8789,5542,0,0,0,0,0,39915,10656,29259,0,206,0,206,0,0,0,0,0,7874,0,7874,0,1347,217,1130,0,Allocation of indirect cost center expenses res,0,171878,-171878,0,Missions,15455,1100,14355,0,Gifts,12460,10,12450,0,Pastoral hospitality,5042,723,4319,0,4131,69,4062,0,484431,376166,108265,0,,,,,
840402707_2008,840402707,,,2008,,3333 Regis Blvd A-20,Denver,CO,11099,a com,527,,,,990,,,,,,,117971051,,,0,,,,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840402707_2009,840402707,EIN_840402707_YEAR_2009_FORMTYPE_990.pdf,,2009,REGIS UNIVERSITY,3333 Regis Blvd A-20,Denver,CO,11099,www.regis edu,125378746,1912,CO,Regis University educates men and women of all ages to take leadership roles and to make a positive impact in a changing society,38,32,3420,0,530306,255007,10770310,125677696,314436,-11383696,0,24560818,0,72480169,0,1643817,41842663,0,0,139493331,57806112,81687219,0,,,,24560818,24560818,,,,,,,,,,,1647710,172578,1338162,136970,0,,,,59334047,50823720,,850455,2961555,2369267,592288,,4257072,3923757,333315,,4279785,3616708,587539,75538,151143,,151143,,67267,,67267,,128426,,128426,,78750,,78750,,,,,,,,,,8455134,6762803,1546326,146005,4403988,4314074,82642,7272,3688133,2464585,989012,234536,,,,,,,,,2046969,1637322,377401,32246,2491246,2070629,365998,54619,,,,,359016,313013,42393,3610,145856,902,144954,,,,,,7664168,6784606,879562,,896444,1110,895334,,Equipment & Maintenance,5487119,3683063,1782111,21945,Miscellaneous Expense,5779004,2443058,3255325,80621,c,,,,,d,,,,,,,,,138883650,115942013,21297820,1643817,,,,,
840402707_2010,840402707,EIN_840402707_YEAR_2010_FORMTYPE_990.pdf,,2010,REGIS UNIVERSITY,3333 Regis Blvd C-24,Denver,CO,11099,www regis edu,154430564,1912,,Regis University educates men and women of all ages to take leadership roles and to make a positive impact in a changing society,33,33,3354,0,436982,216264,9863500,135372975,410536,8783553,154430564,26265342,0,72129321,0,1749673,41356987,139751650,14678914,149859767,55174161,94685606,0,0,,,26265342,26265342,,,0,0,,,0,0,,,1248060,173721,942759,131580,0,0,0,0,60163329,51511778,7570543,1081008,1601888,1294366,307522,0,4808553,4273481,535072,0,4307491,3663133,644358,0,0,0,0,0,21844,0,21844,0,120030,0,120030,0,53327,0,53327,0,0,,,0,101366,0,101366,0,8112291,6737452,1266434,108405,4794436,4749052,42244,3140,2784292,2384668,173912,225712,,,,,,,,,4607090,3654475,916630,35985,2034658,1614343,353243,67072,,,,,328767,276363,50081,2323,,,,,,,,,7426591,6648864,777727,0,983461,3606,979855,0,EQUIPMENT AND MAINTENANCE,2378977,779119,1574748,25110,MISCELLANEOU EXPENSE,7609857,4154583,3385936,69338,c,,,,,d,,,,,,,,,139751650,118184346,19817631,1749673,,,,,
952680390_2008,952680390,,,2008,,1224 E Washington St,Phoenix,AZ,85034,a com,527,,,,990,,,,,,,288970,,0,0,,,,-259107,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952680390_2009,952680390,,,2009,FOOD FOR THE HUNGRY INC,1224 E WASHINGTON ST,PHOENIX,AZ,41102,,193656827,1971,AZ,FOOD FOR THE HUNGRY IS AN ORGANIZATION OF CHRISTIAN MOTIVATION COMMITTED TO HELPING THE POOR,12,11,242,300,0,0,192685000,434268,30625,363045,193512938,175829152,0,9520302,215120,,7574426,193139000,373938,12535721,3413181,9122540,,149113321,,,,,,,26715831,26715831,,,,,,,439826,157726,282100,,,,,,7388609,4317173,,1248245,178070,121718,19147,37205,1033956,584607,290618,158731,479841,289897,97159,92785,,,,,3882,,3882,,72126,7000,65126,,,,,,215120,,,215120,,,,,598003,373653,95912,128438,3158613,140918,51895,2965800,409272,122805,210295,76172,405464,26851,372608,6005,,,,,366996,192476,,174520,1275979,817916,145757,312306,,,,,39545,25891,6011,7643,,,2072,,,,,,253929,12796,238776,2357,68044,,68009,35,BANK CHARGES,314407,3197,281602,29608,COMMODITIES HANDLING FE,276900,276900,,,POSTAGE,130781,22565,61766,46450,DUES & SUBSCRIPTIONS,92182,31125,51674,9383,78691,1704,75995,992,,,,,,,,,
